Filename-->;fres200_1.4s_15deg.RAW8;fres200_1.4s_15deg_dark.RAW8;fres200_5ms_0deg.RAW8;fres200_5ms_0deg_dark.RAW8;IL200_4.5ms_15deg.RAW8;IL200_4.5ms_15deg_dark.RAW8;IL200_5.1ms_0deg.RAW8;IL200_5.1ms_0deg_dark.RAW8;water200_1.6s_15deg.RAW8;water200_1.6s_15deg_dark.RAW8;water200_73ms_0deg.RAW8;water200_73ms_0deg_dark.RAW8
Mode/Unit-->;;;;;;;;;;;;
Int.time[ms]-->;1357,346436;1357,346436;5,054951668;5,054951668;4,513449192;4,513449192;5,143992424;5,143992424;1565,496338;1565,496338;73,29917145;73,29917145
NrOfAverages-->;1;1;99;99;100;100;97;97;1;1;7;7
Smoothing-->;0;0;0;0;0;0;0;0;0;0;0;0
Wavelength [nm];fresnel 200 mu 1.4 s 15 deg;fresnel 200 mu 1.4 s 15 deg dark;fresnel 200 mu 5 ms 0 deg ;fresnel 200 mu 5 ms 0 deg dark;200 mu 4.5 ms 15 deg IL;200 mu 4.5 ms 15 deg IL dark;200 mu 5.1 ms 0 deg IL;200 mu 5.1 ms 0 deg IL dark;200 mu 1.6 s 15 deg water ;200 mu 1.6 s 15 deg water dark;200 mu 73 ms 0 deg water ;200 mu 73 ms 0 deg water dark
194,875;4055,83252;4020,989502;37,9891243;23,61217117;59,37298203;22,67712021;58,0120163;22,5233345;4799,525879;4766,627441;213,2104645;183,5988312
195,438;4247,325684;4226,428711;32,72237015;17,95152855;49,98743439;17,72349548;49,17224503;17,98362732;5031,890625;4990,324707;211,2019348;171,5117035
196,001;3935,126221;3912,033936;38,59724808;22,71305466;57,01126862;22,99700737;56,23910904;22,89435577;4621,78418;4625,679688;211,5754395;180,3148499
196,564;3583,052246;3504,264893;36,98200989;24,58392143;55,79402924;24,81894493;56,09603119;24,22619057;4187,313477;4181,772949;191,6561432;174,5707703
197,127;3775,324463;3700,367188;31,84342766;19,43938446;49,35763168;20,22616768;48,28691483;19,15124893;4512,721191;4407,072754;188,8062744;164,7563171
197,690;3794,945557;3812,006592;33,33956909;20,9151535;51,13539886;21,83707619;49,50617981;20,86349678;4590,625;4521,647461;196,6914978;177,170929
198,252;3778,481445;3830,329834;35,89955521;23,90696907;55,06921387;25,75878143;54,81095505;23,96829414;4566,691406;4582,849609;206,1126404;188,8590088
198,815;4072,541504;4097,338867;36,06626129;23,14936829;54,16117859;25,42875862;53,60509491;23,84456062;4834,744629;4822,860352;215,0739594;195,8593597
199,378;3661,675781;3636,207764;37,34922791;22,56388092;54,15931702;24,13908958;53,89557266;24,08200455;4306,981934;4278,705566;185,8622131;173,425705
199,941;3748,833984;3676,231934;37,0216713;23,22037888;54,95069504;23,91902924;53,79976654;24,00977898;4449,121094;4409,733887;200,7070923;183,5694885
200,504;4032,56543;4003,494385;32,79916;21,83579636;52,02441025;21,55836678;49,21880722;21,87509727;4748,646973;4712,043457;206,7020111;192,0082245
201,066;3962,744629;3949,279297;29,56973839;18,85377502;48,54256058;20,73638916;45,37015533;19,17208862;4674,210449;4650,969238;202,5178986;174,0386353
201,629;4239,11377;4246,425781;31,68021202;20,92690086;49,81474304;21,96854019;47,94319153;21,71032143;5008,249023;4967,962402;217,9207153;195,4341431
202,192;4153,519043;4061,335693;33,37999725;21,6039238;52,01668549;23,10876656;49,72480392;21,6590023;4852,724609;4835,855957;207,606308;196,7163696
202,754;4141,304199;4069,757813;32,21616364;21,07747459;50,16961288;20,98770332;47,21648788;20,95690727;4850,179199;4857,354004;204,5671082;191,4470062
203,317;3576,894043;3522,240967;31,97624207;20,28096008;49,98265076;20,48900604;48,61451721;20,72109604;4134,174316;4143,744629;178,9541168;165,1412659
203,879;4069,020996;4038,108643;35,38737488;22,45305252;53,36930084;23,56933975;51,83151627;23,58740807;4807,404785;4741,588379;210,8722076;197,7075806
204,442;3776,313232;3750,001221;32,25187302;21,46345711;51,51882553;22,08960915;48,74782944;22,3711834;4442,78125;4442,461914;196,9338989;182,1319885
205,005;4156,353516;4088,310547;27,35086632;18,68480301;45,86380768;20,08883095;44,27289581;19,08174515;4892,578613;4767,82666;203,1769867;191,8582611
205,567;4122,877441;4088,905762;19,16361618;13,76109028;35,38299942;14,43481159;32,25434494;13,59319115;4875,852539;4788,708008;193,523819;162,0628967
206,129;3782,183838;3744,739502;24,69084358;16,00681877;40,22570801;17,34774971;39,18491364;17,02911758;4475,072754;4421,33252;190,3587646;169,0177307
206,692;3840,751221;3806,219238;27,64346504;18,35172844;44,88426208;19,15905952;42,73360062;18,75207901;4492,04834;4526,71875;188,5638428;182,5690002
207,254;3889,77124;3844,919189;27,428339;19,83742714;46,3012352;20,34981537;42,48721313;20,7940712;4475,303711;4508,364746;190,282074;183,2716675
207,817;3696,742188;3706,885254;21,16731834;14,22579479;36,09608841;14,80486298;34,73558044;13,59324265;4382,73291;4305,684082;176,4322968;146,9192352
208,379;3944,975586;3906,01123;24,97847557;16,14746284;40,25138092;16,36706543;37,99603271;16,12121773;4630,651855;4618,652832;187,3150177;167,4568176
208,942;3557,502441;3516,091064;21,68457603;13,36945915;35,93598175;13,08686447;33,42925644;13,33751106;4204,116211;4194,74707;169,5122223;149,3170624
209,504;3857,495117;3878,18042;25,09155083;17,84678841;42,1534462;18,02915764;39,08016968;18,63877487;4591,822754;4510,67334;188,6925507;177,7103577
210,066;4039,821533;3975,623535;27,30664825;20,43422508;44,51416779;21,07056046;42,39044952;20,3412075;4763,585449;4727,016113;201,9095154;191,2602234
210,628;3883,184082;3856,830078;23,85856056;18,98919487;40,29466629;19,97003937;37,39387131;18,30975914;4611,786133;4577,259766;193,8378296;175,5539398
211,191;3887,817627;3845,077881;26,42324448;17,78647232;42,78895187;18,51941681;37,81624985;17,70088768;4553,225586;4606,551758;192,5206299;174,7063751
211,753;3849,616699;3769,169434;20,09578133;13,3765049;33,98820496;12,35414791;30,95306206;11,94304276;4501,384766;4493,019043;174,9603424;139,787384
212,315;3854,271729;3749,449707;24,50416183;17,50259018;39,30612183;16,09848022;36,78553009;16,74118805;4547,388184;4516,990723;185,6227417;174,0065002
212,877;4015,76123;3877,614502;23,51369286;19,20192719;39,99221802;18,48058319;37,79219437;19,1865921;4708,532227;4639,005371;196,6624756;189,2598724
213,439;3929,11499;3821,667969;24,66225052;18,04015923;41,1224556;18,54044914;38,71032333;18,35140419;4569,844238;4588,068848;193,5602112;183,1190948
214,002;3745,111084;3714,941162;19,81715202;14,23573685;32,56931305;14,62472248;28,93471146;14,74774075;4407,058105;4398,75;163,3560486;138,4928436
214,564;3676,284424;3637,148438;23,86163521;17,27112007;39,46160507;16,95923805;35,04296494;18,20586395;4365,636719;4270,635254;175,6136627;164,1376953
215,126;3614,985352;3560,134766;13,8607254;10,60609245;25,22246933;10,49171638;20,53087807;10,97153854;4329,996582;4235,157715;157,8336182;115,9676361
215,688;3505,927979;3420,700928;17,06822968;12,93622208;29,70489883;13,63784695;27,46963692;13,76117516;4125,847656;4095,286865;157,3446045;139,0162201
216,250;3312,94043;3273,309082;16,38930511;10,90419579;28,60141754;10,21631527;27,10575104;11,46067333;3917,383057;3857,00415;153,4279022;130,1826324
216,812;3729,584229;3733,04248;22,2343502;16,49364281;36,00262833;15,87950516;34,77505112;16,19582367;4402,02002;4341,510254;179,688385;172,2764435
217,374;3926,162354;3878,707031;13,95825672;11,11235523;23,88206863;10,69279385;21,57895279;10,93137932;4602,508789;4593,652832;173,950592;134,6653442
217,936;3821,285645;3771,300293;19,98909569;15,93735695;32,62036133;15,44885635;31,46712685;15,58692551;4491,519043;4477,814453;190,34552;162,0007172
218,498;4023,52417;4020,123779;24,07373619;18,51644897;38,28962326;19,22181892;36,90119934;18,6311264;4728,680176;4721,426758;198,6346893;192,6694336
219,060;3679,245605;3733,990967;16,41534042;13,93823338;30,74537086;12,71963501;28,05545616;14,27842617;4278,72168;4252,449707;170,2452698;159,5601654
219,621;3573,268066;3605,904053;16,88337898;13,27908039;30,42090416;13,40733528;28,11854362;13,97715759;4233,02832;4173,526367;166,8052826;143,8812408
220,183;3745,739746;3659,762695;20,69226837;16,23180962;33,52648926;16,51021004;32,35669327;16,14498138;4397,394531;4334,180664;176,4981232;169,2656097
220,745;3542,345459;3546,128418;9,396125793;9,67965126;21,27440071;8,574251175;18,37944794;8,767888069;4176,145996;4176,970703;155,7772827;121,6429443
221,307;3648,74585;3614,431152;11,68710709;11,21698093;24,49132156;10,28600788;19,70154381;10,92428398;4310,092773;4321,148438;164,3926239;136,1873627
221,869;3837,200195;3816,893555;15,84482479;12,41042328;27,66744995;11,66736126;25,34368896;12,29677105;4492,968262;4499,51416;176,1166687;153,3094025
222,430;3940,815186;3965,77417;17,78449249;13,97925186;31,87144089;14,61018085;28,05040741;14,67072487;4669,460938;4649,193848;183,9140625;171,5517731
222,992;3972,762695;3999,856689;18,62704468;17,32528687;33,31993484;17,08249283;31,35313797;16,51839638;4731,12793;4729,111816;194,4448242;188,8019562
223,554;3848,140137;3834,975098;14,28017712;13,73625851;28,26445198;12,9096756;24,85128593;12,44341564;4522,628418;4540,430664;179,6343994;165,8452606
224,115;3494,008301;3529,500244;14,77336407;11,89921951;30,26277542;12,93087101;25,18508339;12,58894062;4147,869141;4107,871094;163,6460419;159,3983002
224,677;3913,970703;3885,494629;14,97979164;12,58610439;28,69531059;13,82088566;26,46710777;13,68173885;4680,835938;4612,864258;180,8666687;173,3980865
225,239;3554,193848;3523,953857;10,84182072;8,195297241;19,35576439;8,284690857;17,31015587;8,345647812;4320,130859;4188,764648;154,4992981;118,3504639
225,800;3295,722168;3325,275879;13,33804035;9,449744225;22,85807419;10,29639816;21,07752037;10,36797333;4063,190674;3904,965332;145,0502777;125,0384979
226,362;3789,85791;3843,477539;21,50813484;15,20231438;36,30289459;15,63092804;32,34407806;16,06322479;4570,736328;4523,844238;176,3856201;172,5402832
