Filename-->;fres400_280ms_15deg.RAW8;fres400_280ms_15deg_dark.RAW8;fres400_6ms.RAW8;fres400_6ms_dark.RAW8;IL400_5.5ms_15deg.RAW8;IL400_5.5ms_15deg_dark.RAW8;IL400_6ms.RAW8;IL400_6ms_dark.RAW8;water400_107ms.RAW8;water400_107ms_dark.RAW8;water400_2s_15deg.RAW8;water400_2s_15deg_dark.RAW8
Mode/Unit-->;;;;;;;;;;;;
Int.time[ms]-->;280,3145447;280,3145447;6,476144314;6,476144314;5,549795628;5,549795628;6,034845829;6,034845829;107,0538025;107,0538025;2024,007935;2024,007935
NrOfAverages-->;2;2;77;77;90;90;83;83;5;5;1;1
Smoothing-->;0;0;0;0;0;0;0;0;0;0;0;0
Wavelength [nm];400 mu 280 ms 15 deg fresnel;400 mu 280 ms 15 deg fresnel dark;fresnel reflectie 400 micron fiber onder 0 graden. 6 ms licht;400 mu 6ms dark;400 mu 5.5ms 15deg IL;400mu 5.5ms 15deg IL dark;400 mu 6 ms IL;400 mu 6 ms IL dark;400 mu flat 107 ms water;400 mu 107 ms water dark;400 mu 2s 15deg water;400 mu 2s 15deg water
181,920;1130,802368;1071,498291;81,44715881;38,24928665;91,98661041;40,14332581;95,60814667;39,57585526;422,3727112;391,8959045;7750,956055;7698,949219
182,484;1096,67627;1079,984009;80,04216766;38,15842819;88,85694122;38,66558456;92,21513367;39,31084824;417,5188293;384,6911926;7683,512207;7582,842285
183,047;1158,728149;1095,666992;76,89102173;34,87202072;83,80664825;35,99845505;86,85839081;37,40653992;433,927887;382,1514893;8035,219238;7898,213379
183,611;1056,781738;1030,054565;75,85919189;34,71660233;83,12674713;35,66540527;87,10903931;35,70817184;405,1621399;361,9144592;7343,713379;7255,371094
184,174;977,0304565;912,5147705;63,71557236;24,55901718;69,53788757;24,25313377;72,21775055;25,57389832;365,1090088;305,6661072;6876,064941;6823,818359
184,737;993,4266968;942,4669189;64,48678589;25,06569099;71,29777527;25,23103142;75,41049957;25,30901909;376,3119202;317,6503296;7016,57373;6983,459961
185,301;1030,189697;965,1547852;71,22663879;30,89804268;79,91291809;31,76515388;80,55774689;32,73188782;392,3655396;346,5474548;7155,837402;7107,121582
185,864;1059,370361;1004,067993;77,30299377;34,24901962;85,99973297;35,34315109;86,38328552;35,47920609;398,9767761;359,9188538;7228,130371;7152,471191
186,428;1068,004517;1027,525635;76,02315521;35,22320938;82,78888702;34,60992432;85,16753387;35,70828247;404,4281921;369,1048889;7406,808105;7433,153809
186,991;993,2442017;931,553772;68,44346619;32,82050323;77,11452484;31,06540871;77,59268188;31,69612694;380,3229065;336,9141846;6900,686523;6827,364746
187,554;980,9732056;945,1044312;68,51689148;30,859272;74,12501526;29,90972519;77,34601593;29,6959362;369,8507385;331,3308716;6827,266602;6882,744141
188,118;1048,249634;1011,12207;68,62375641;29,79427147;74,78136444;29,7541256;77,08153534;30,15369987;393,0615845;350,3367004;7362,816895;7348,876465
188,681;1086,102051;1038,493652;73,60222626;34,19735336;80,18066406;34,96556091;81,29201508;35,70840454;411,9634705;376,4943848;7622,813965;7585,915039
189,244;1046,215576;1012,007629;74,40975952;35,00249481;80,36551666;34,33219147;80,58921051;34,88907242;401,6042786;361,6989746;7367,249023;7383,019531
189,807;1001,155701;927,5175781;59,57320023;23,88368225;65,06382751;24,15312576;66,36864471;24,10400963;374,639801;310,8670349;7091,153809;7023,839355
190,370;1002,36499;921,6587524;66,01952362;29,56036568;71,61811829;29,83181;73,0677948;30,46681404;374,9486389;330,5487976;6850,961914;6766,151367
190,934;1007,903442;985,6710205;59,83974457;26,8460331;64,4562912;27,93177986;66,91059875;26,86435699;384,1109619;341,7528076;7255,343262;7216,243164
191,497;957,8578491;938,2267456;63,73221207;29,76790047;69,36235809;30,06497192;70,99095154;30,39426613;360,8742065;321,3711853;6894,083008;6766,661133
192,060;1000,165527;962,0065308;67,87710571;34,45704651;74,05292511;33,64330673;75,19391632;33,53968048;388,7519836;348,4986267;7072,213379;7020,010742
192,623;1137,571655;1116,424805;70,60366821;36,7430687;75,42420197;35,34351349;77,41876984;37,17854309;432,5986328;396,271698;8146,666016;8039,398926
193,186;1098,925781;1052,478394;67,21004486;33,30130768;73,19395447;32,03226471;74,37117767;32,87713623;415,6572571;376,4893188;7763,334473;7722,799805
193,749;1139,362305;1082,465576;64,90919495;32,76889038;71,06615448;32,33229828;71,39699554;32,21453476;419,6687622;385,2850952;7949,935059;7944,704102
194,312;1067,483887;1062,581909;61,8507843;26,35286522;64,75125885;26,38755989;68,09011841;27,41891289;405,6175842;361,3234558;7831,56543;7713,575684
194,875;1059,204834;1018,030151;63,15378571;29,32708549;68,23927307;29,1432457;69,74871826;29,81669807;401,6374207;362,7063904;7546,950195;7490,187988
195,438;1117,995605;1046,888916;58,08409882;22,53351974;63,30721283;22,59789467;62,45921707;23,65871239;410,1286011;358,824646;7835,14209;7864,875977
196,001;1033,693237;973,0412598;62,79201889;30,70366859;67,48709106;29,69877434;66,94322205;30,057621;391,5474854;347,1100464;7244,295898;7295,270996
196,564;956,7531738;913,3494263;60,7468605;31,52257538;65,49252319;30,39925766;66,53460693;31,7450943;347,3330078;327,0468445;6587,313965;6540,833984
197,127;987,3497925;959,1243286;55,62413025;25,35270309;59,82876968;24,9207859;60,92032242;25,04525757;363,3662109;330,937439;7023,887695;6991,893555
197,690;1007,8927;983,0344238;58,11554718;27,09330368;62,32261658;27,12101364;63,84855652;28,51547813;372,2336121;328,3078003;7121,083008;7093,219727
198,252;1016,466919;1014,865662;61,77555847;31,65238571;65,96923828;31,28810501;67,248909;31,73298454;380,0784302;348,452179;7103,819824;7136,955566
198,815;1074,067139;1054,86792;60,10062408;31,69133759;66,82776642;31,45476723;64,25637054;32,14261246;403,9830627;369,6529541;7566,891113;7498,972656
199,378;958,6270752;933,3352051;57,96525955;31,05509758;64,62953186;30,38818359;65,76810455;31,50418472;365,8791199;340,8421631;6846,870117;6726,727539
199,941;983,3900146;948,8411865;58,97924423;31,14598465;66,00399017;29,95483398;66,18979645;31,69693184;369,7537537;341,0441284;7037,056641;6925,772461
200,504;1039,770142;1021,406616;56,62659073;28,58729362;61,46711731;28,63244629;62,68438339;29,61234665;397,1616516;367,8656921;7526,098145;7463,262695
201,066;1033,885498;994,602417;53,23084259;25,53460503;57,65574646;25,64306259;57,4343605;26,40678596;376,959198;342,1302185;7384,20459;7284,729492
201,629;1093,518799;1073,389526;55,18216324;28,24969673;60,22262573;29,26582336;60,61035919;30,66060448;401,9769592;380,8600769;7953,56543;7846,134766
202,192;1074,529541;1038,367065;57,87968826;28,66536713;64,47108459;29,73254585;63,45085144;30,47996712;406,1438293;375,6526489;7684,864258;7585,966309
202,754;1084,162842;1035,972412;56,18305969;28,76886368;59,78617096;28,33228111;58,63623047;28,99764061;406,7826233;364,2873535;7650,148438;7622,754883
203,317;946,9901733;896,8434448;55,17443466;27,62649536;58,45140076;26,47705078;58,65508652;28,10656166;351,0583496;315,0448914;6601,127441;6511,789551
203,879;1068,537598;1026,310425;59,46760559;31,09415245;63,16392136;30,08824539;64,16740417;31,81753159;392,5413513;371,8339844;7531,098145;7469,541992
204,442;991,8604736;963,2836914;55,11246872;29,37996864;60,65125656;28,74386787;60,28155518;30,17907715;371,1119995;341,4251709;7044,263672;6956,341797
205,005;1098,254028;1045,36084;52,04746628;26,84720802;56,32958603;26,62145042;55,76467514;27,02215958;393,8561096;364,450592;7707,668945;7583,919434
205,567;1058,760376;1043,258667;42,63367081;18,24829865;46,49281311;18,96489143;45,72190475;18,70739937;381,1389465;335,7817078;7692,077148;7579,899414
206,129;978,9624634;946,9678345;46,36411285;22,11952972;50,02467728;22,43229294;50,71769714;22,67235565;367,5733643;325,8858643;7101,006348;6972,721191
206,692;1008,252258;948,8380737;51,32937241;25,70443726;53,11102295;24,91039848;53,84670639;25,86561966;369,4098816;341,6430969;7199,958984;7054,749023
207,254;1006,458923;968,7631836;51,60253906;27,09433174;55,5800972;27,5328083;56,25056458;28,62493896;368,3704224;350,0184326;7131,625;7055,188477
207,817;974,5349121;908,25354;42,78865433;17,91065598;45,68612671;17,44268227;45,16595459;19,76766014;350,3035583;298,5800171;6851,916992;6875,861328
208,379;1009,94281;950,5355225;45,66119003;21,13226128;49,34633255;20,8321209;48,27999496;22,72029305;375,6859131;338,1081848;7271,118652;7310,228516
208,942;916,3193359;877,055481;40,54764557;17,41790009;45,29452515;17,49873734;44,55309677;18,05756569;337,8013611;305,51474;6627,739746;6631,377441
209,504;998,3265381;993,3283691;46,69138336;25,28888893;52,69839478;25,15486717;50,11922073;24,70902824;372,9652405;348,4399109;7212,657227;7209,67627
210,066;1029,215576;1006,189514;48,17458725;29,17253304;53,50619888;28,35521698;52,68826294;29,33606148;379,3832397;361,5941467;7372,326172;7432,63623
210,628;1022,482117;989,7410278;43,00140762;25,71779251;49,5955925;25,98842049;48,82542419;27,11899948;366,3503418;351,0111084;7270,932617;7244,021973
211,191;1020,699524;989,8027954;46,85592651;24,34093475;50,19834518;24,95493126;48,82144547;24,91394615;367,1882324;346,8314819;7276,858398;7154,484375
211,753;1010,653015;925,8244019;41,35897827;16,68960762;41,58964157;16,67583656;41,6617012;17,67100525;345,1599426;303,0033569;7118,127441;7091,39209
212,315;1000,281799;959,3955078;44,3649826;23,43149185;47,58597565;23,05469704;47,81518936;23,27503967;359,4515991;338,0620422;7169,751953;7131,179688
212,877;1038,115356;994,6872559;46,96641159;26,57513809;48,8254509;26,29966736;48,933815;26,34811783;383,8786316;364,1933899;7363,254883;7354,619141
213,439;1000,203979;973,7006226;45,70891953;26,1465168;48,08733749;25,23296738;48,87071991;26,8299942;369,4932861;356,3977966;7219,672363;7201,719238
214,002;950,6484985;898,7674561;35,31046295;19,35216141;39,12653351;19,9093132;37,53543854;19,52664375;340,3443604;286,9846191;7002,352051;6997,96582
214,564;942,9758911;911,3204346;43,06666946;23,87333488;47,44356918;24,31044197;46,95455933;24,98616791;337,7990417;316,0372925;6736,408691;6786,616699
215,126;944,2469482;875,5651245;31,84090614;13,15622902;33,53691101;14,81967258;31,97165871;14,50141907;322,0237732;266,6827087;6785,635742;6698,195313
215,688;889,5367432;857,4581299;35,71314621;18,35333252;37,76761627;19,59898376;36,26732254;20,06998253;327,9287415;286,6826782;6474,70459;6446,648438
216,250;840,7111206;802,1098022;35,45286942;15,31379795;37,60984802;15,19860077;35,15439606;14,49109554;309,0992432;268,5326538;6172,435059;6178,784668
216,812;941,3112793;941,7939453;41,98431015;22,2760334;45,30905914;21,73273087;46,05609512;23,29952049;345,1828308;322,2285461;6892,583496;6912,418457
217,374;988,5510254;958,4584351;31,58924675;14,24754238;32,04219818;14,29771996;32,27108002;15,28495598;349,3196106;286,647522;7275,307617;7176,395996
217,936;1003,141357;951,3582764;40,70937729;21,02903557;41,57069778;22,37701416;41,93852234;23,90168762;360,1384277;326,4497681;7117,589355;7074,900391
218,498;1038,730835;1029,564819;44,94589233;26,01716042;47,03255463;27,02219963;45,46959686;27,9630394;379,2551575;362,953064;7520,438477;7560,702637
219,060;962,2478027;932,7811279;36,12502289;19,1721859;40,9145813;18,45498657;37,47948837;20,877882;336,3943176;315,8243408;6875,184082;6835,322754
219,621;925,765686;909,5087891;36,82553482;18,37911606;38,74478149;17,87663269;37,75559235;19,69629669;333,2565918;293,899353;6782,28418;6725,027832
220,183;975,7433472;945,2242432;40,95963287;23,32824516;42,60702515;21,95512962;43,48575592;23,40821838;350,7787476;326,6055908;6889,408691;7014,896484
220,745;921,7022095;861,8141479;28,38323212;12,49484158;29,78738976;11,64252853;27,20041656;12,67104435;329,2891235;271,7999878;6666,807617;6607,31543
221,307;944,5510254;895,6402588;27,75667572;14,04095459;32,40510559;14,03185654;29,84001732;15,04519749;330,8985596;289,3426819;6917,384766;6815,012695
221,869;968,6530151;936,5062256;33,95497131;16,21029472;36,97476578;17,04330635;35,6764183;16,78064537;337,7388916;312,2985229;7112,20459;7006,008789
222,430;1017,86853;992,2270508;37,11595917;21,04252052;40,81074142;21,05512238;40,39569855;21,39616013;362,1095276;345,4065247;7266,497559;7257,91748
222,992;1038,300537;1013,498291;37,75291824;26,4849453;42,69017029;24,63347816;42,07368851;27,02353287;367,394928;361,3311157;7464,361816;7417,203613
223,554;974,0725098;954,7771606;33,28019714;19,37999344;36,16493607;18,04388428;34,55980682;19,48030663;351,2112122;323,4230347;7198,05957;7138,292969
224,115;905,8631592;878,6587524;33,36423492;18,1077137;36,29945755;18,59973907;36,90682983;17,51690102;327,9708252;302,7840271;6619,367676;6628,405762
224,677;1017,800598;986,1573486;34,07829285;18,86096573;37,55316544;18,64418793;37,36753464;20,08316994;364,7054443;340,7835388;7374,323242;7332,395508
225,239;900,7862549;869,7705688;26,92139053;11,35214996;28,07506752;11,45374966;26,08335495;11,82783604;319,8882141;280,5856323;6747,449707;6697,989258
225,800;861,8479614;819,1015625;28,88005257;14,002141;31,97686386;14,14306545;29,05053902;14,29835606;300,1199646;261,9299316;6252,177734;6254,723145
226,362;994,6127319;956,6530762;42,6230278;21,60124207;42,1920433;22,13308716;41,44842911;22,67354774;352,9092712;326,782135;7156,189941;7135,363281
226,923;1060,278198;992,3499756;29,75995255;14,36672974;30,29327583;14,077034;29,26840782;14,68485069;360,1591492;329,8470459;7459,332031;7465,838379
227,485;991,3721313;961,1135254;30,78521729;18,65333939;33,85156631;18,42207527;33,0100708;18,6616497;350,891449;330,5690918;7100,956543;7171,066895
228,046;973,1807251;974,4046631;34,78915405;22,62815666;36,79030991;21,40038109;37,40695953;22,59015274;358,2923279;338,5002747;7106,441895;7074,502441
228,608;991,9240112;996,1374512;29,59443474;16,54935265;34,04940796;15,41090393;29,72093964;16,75794601;360,3900146;342,5769958;7281,70166;7330,246094
229,169;969,3569336;947,9200439;31,73979568;21,06965637;35,58812714;20,4781208;33,25551987;21,52985382;350,7985229;339,5053406;6924,920898;6939,617188
229,731;1017,713806;999,5076904;32,37786102;19,99140358;35,64686203;19,18901062;35,11500168;20,28855705;369,0264893;348,1342163;7389,654785;7313,273926
230,292;1038,703979;1028,882446;34,92829132;23,13473511;38,81691742;22,75599289;36,40350723;24,21674156;376,472229;359,0929565;7531,749512;7470,335938
230,853;1024,231689;1006,576233;30,84390831;17,53659821;33,28073502;16,9999485;33,7719574;18,48106766;362,7782593;350,1568298;7469,793457;7472,787598
231,415;935,9776611;928,8659668;31,69176674;20,0828495;34,13984299;20,27825737;32,84641266;20,53005791;335,7137451;322,6875305;6850,234863;6828,212402
231,976;963,8775024;940,3637085;33,31475449;20,94000053;37,44797516;21,03381729;34,46546173;21,39753532;341,0090942;326,8867798;6938,163574;6884,195313
232,537;993,1109619;967,2893677;26,76276779;13,01630974;28,79200363;12,61052036;25,45080566;14,51640606;351,9735718;313,2270508;7307,441406;7130,384277
233,099;943,1225586;947,960144;29,64262199;18,26431084;32,76266861;18,20024109;31,15054893;18,80680847;339,042511;325,1185608;6955,172363;6905,917969
233,660;1000,110046;985,4598389;31,21399879;18,44612885;34,09562683;18,37801933;33,03063202;20,30078697;357,2294006;342,918457;7299,163574;7251,916016
234,221;976,3077393;948,4302979;31,39086151;18,68000793;34,06814575;18,74476051;31,06618881;19,40933228;344,0693359;327,7087097;6962,240723;6930,694336
234,782;941,5241699;910,6397095;21,30909538;11,0818119;23,24126625;11,36645412;20,17418289;12,50492477;329,6946106;306,9777222;6938,772949;6830,263184
235,343;959,8667603;914,0452271;26,34520149;13,67957211;30,04028893;15,17780399;27,90676689;15,49323368;332,3527832;308,3465881;6758,826172;6712,555176
235,905;954,5009155;894,3209839;23,56027794;9,730476379;23,61097717;9,932662964;22,60401344;9,781346321;321,2252197;285,0374756;6767,426758;6704,621094
236,466;923,4472656;929,1152344;24,01927757;11,1468401;23,93157196;11,69984913;24,62109375;10,81826973;332,5699158;309,5696716;6924,009766;6855,07959
237,027;1010,20575;974,4052124;28,51652336;16,62815475;30,93548775;18,07815742;28,99617577;17,22870445;355,3184814;338,9004517;7221,459473;7255,506348
237,588;949,7576294;932,9291382;25,58546638;13,8228693;27,37777328;13,77809715;25,46607399;13,66234875;334,2170105;318,7083435;6879,205078;6852,685547
238,149;870,6744385;871,6431274;25,33564377;11,80907154;26,34571266;12,35533428;24,50464249;13,3964777;302,8515625;283,5788574;6570,879395;6472,288574
